Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions,Price_per_Transaction,HighDemand,PriceTier,Freehold_Flag,Is_Central,Log_Median_Price,Log_Median_PSF,Area_Transaction_Intensity,State_Price_Tier,Township_Uniqueness_Index,Price_to_PSF_Ratio,Tenure_Type_Interaction,Is_Capital_City,Transaction_Volume_Flag
TAMAN NAKHODA,Telok Panglima Garang,Selangor,Freehold,Terrace House,455000.0,324.0,12,35000.0,0,Medium,1,0,13.02805489573287,5.783825182329737,Medium,Tier 1: High-Cost State,2,1404.320987654321,Freehold_Terrace House,0,Medium_Volume
SS26 TAMAN MAYANG JAYA,Petaling Jaya,Selangor,Freehold,Terrace House,825000.0,610.0,12,63461.53846153846,0,High,1,0,13.623139877437296,6.415096959171596,Medium,Tier 1: High-Cost State,2,1352.4590163934427,Freehold_Terrace House,0,Medium_Volume
SS20 DAMANSARA UTAMA,Petaling Jaya,Selangor,Freehold,Terrace House,1190000.0,687.0,12,91538.46153846153,0,High,1,0,13.989464705423494,6.5337888379333435,Medium,Tier 1: High-Cost State,2,1732.1688500727803,Freehold_Terrace House,0,Medium_Volume
SS15,Subang Jaya,Selangor,Freehold,Terrace House,922500.0,508.0,12,70961.53846153847,0,High,1,0,13.734843738907072,6.2324480165505225,High,Tier 1: High-Cost State,2,1815.9448818897638,Freehold_Terrace House,0,Medium_Volume
TAMAN KINDING FLORA,Ipoh,Perak,Leasehold,Cluster House,252500.0,192.0,12,19423.076923076922,0,Low,0,0,12.439170488085749,5.262690188904886,High,Tier 3: Low-Cost State,2,1315.1041666666667,Leasehold_Cluster House,0,Medium_Volume
DATO' AHMAD SAID,Ipoh,Perak,Freehold,Terrace House,309550.0,213.0,12,23811.53846153846,0,Low,1,0,12.642878139438041,5.365976015021851,High,Tier 3: Low-Cost State,2,1453.2863849765258,Freehold_Terrace House,0,Medium_Volume
TAMAN HUI SING,Kuching,Sarawak,Leasehold,Terrace House,722500.0,254.0,12,55576.92307692308,0,Medium,0,0,13.490474083050811,5.541263545158426,Medium,Tier 2: Medium-Cost State,2,2844.488188976378,Leasehold_Terrace House,0,Medium_Volume
TAMAN KLEBANG EHSAN,Ipoh,Perak,Leasehold,"Semi D, Bungalow",328800.0,145.0,12,25292.30769230769,0,Low,0,0,12.703207983522068,4.983606621708336,High,Tier 3: Low-Cost State,2,2267.5862068965516,"Leasehold_Semi D, Bungalow",0,Medium_Volume
DESA BUKIT BERLIAN,Kapar,Selangor,Leasehold,"Semi D, Terrace House",446635.0,272.0,12,34356.53846153846,0,Medium,0,0,13.009499224185586,5.60947179518496,High,Tier 1: High-Cost State,2,1642.0404411764705,"Leasehold_Semi D, Terrace House",0,Medium_Volume
TAMAN PANDAMARAN PERMAI/KOTA PENDAMAR,Klang,Selangor,Freehold,Terrace House,420000.0,312.0,12,32307.69230769231,0,Medium,1,0,12.948012371209098,5.746203190540153,High,Tier 1: High-Cost State,2,1346.1538461538462,Freehold_Terrace House,0,Medium_Volume
TAMAN AMANSARA (AMANSARA SOUTH),Kepala Batas,Penang,Freehold,Terrace House,481287.0,268.0,12,37022.07692307692,0,Medium,1,0,13.084221122505832,5.594711379601839,Medium,Tier 2: Medium-Cost State,2,1795.847014925373,Freehold_Terrace House,0,Medium_Volume
TAMAN DESA ANGGERIK (PUTRA NILAI),Nilai,Negeri Sembilan,Freehold,Terrace House,345000.0,193.0,12,26538.46153846154,0,Low,1,0,12.75130259456002,5.267858159063328,Medium,Tier 2: Medium-Cost State,2,1787.5647668393783,Freehold_Terrace House,0,Medium_Volume
RAINTREE PARK2,Sungai Bakap,Penang,Freehold,"Semi D, Town House, Terrace House",526500.0,321.0,12,40500.0,0,Medium,1,0,13.174008509889596,5.7745515455444085,Low,Tier 2: Medium-Cost State,2,1640.1869158878505,"Freehold_Semi D, Town House, Terrace House",0,Medium_Volume
1 TANJUNG,Ipoh,Perak,Freehold,Terrace House,298880.0,194.0,12,22990.76923076923,0,Low,1,0,12.607800779841428,5.272999558563747,High,Tier 3: Low-Cost State,2,1540.618556701031,Freehold_Terrace House,0,Medium_Volume
"TAMAN BUKIT MUTIARA, MK. LABIS",Labis,Johor,Freehold,Terrace House,344000.0,204.0,12,26461.53846153846,0,Low,1,0,12.748399843328054,5.3230099791384085,Low,Tier 1: High-Cost State,2,1686.2745098039215,Freehold_Terrace House,0,Medium_Volume
GEBENG RESIDENCE (P/L PT 25173),Sungai Karang,Pahang,Leasehold,Terrace House,238000.0,169.0,12,18307.69230769231,0,Low,0,0,12.380030154325457,5.135798437050262,Low,Tier 3: Low-Cost State,2,1408.284023668639,Leasehold_Terrace House,0,Medium_Volume
MEDAN LAPANGAN CYBER,Ipoh,Perak,Leasehold,"Terrace House, Town House",434500.0,263.0,12,33423.07692307692,0,Medium,0,0,12.981953525180908,5.575949103146316,High,Tier 3: Low-Cost State,2,1652.0912547528517,"Leasehold_Terrace House, Town House",0,Medium_Volume
T'LAGENDA@PERAMU (P/L 23051),Pekan,Pahang,"Freehold, Leasehold",Terrace House,288000.0,184.0,12,22153.846153846152,0,Low,1,0,12.570719231334277,5.220355825078324,Low,Tier 3: Low-Cost State,2,1565.2173913043478,"Freehold, Leasehold_Terrace House",0,Medium_Volume
TAMAN ALAMANDA,Kuala Kangsar,Perak,Freehold,Terrace House,269800.0,203.0,12,20753.846153846152,0,Low,1,0,12.505439929198145,5.318119993844216,Low,Tier 3: Low-Cost State,2,1329.064039408867,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI ANDALAS (P/L 1014),Klang,Selangor,Freehold,Terrace House,620000.0,515.0,12,47692.307692307695,0,High,1,0,13.3374763699232,6.246106765481563,High,Tier 1: High-Cost State,2,1203.883495145631,Freehold_Terrace House,0,Medium_Volume
"LOT 5330, GURNEY",Sitiawan,Perak,Freehold,Semi D,628000.0,210.0,12,48307.692307692305,0,Low,1,0,13.350297037805756,5.351858133476067,High,Tier 3: Low-Cost State,2,2990.4761904761904,Freehold_Semi D,0,Medium_Volume
TAMAN PGBF FELDA PASOH 1,Simpang Pertang,Negeri Sembilan,Leasehold,Terrace House,90000.0,64.0,12,6923.076923076923,0,Low,0,0,11.407576060361786,4.174387269895637,Low,Tier 2: Medium-Cost State,2,1406.25,Leasehold_Terrace House,0,Medium_Volume
TAMAN SERI DAGANG 1,Banting,Selangor,Freehold,Terrace House,390900.0,273.0,12,30069.23076923077,0,Medium,1,0,12.876209609976803,5.6131281063880705,Medium,Tier 1: High-Cost State,2,1431.868131868132,Freehold_Terrace House,0,Medium_Volume
TAMAN BAYU PELANGI,Sungai Lalang,Kedah,Freehold,"Semi D, Terrace House",269800.0,188.0,12,20753.846153846152,0,Low,1,0,12.505439929198145,5.241747015059643,Low,Tier 3: Low-Cost State,2,1435.1063829787233,"Freehold_Semi D, Terrace House",0,Medium_Volume
VISTA IXORA,Ipoh,Perak,Leasehold,Terrace House,398380.0,296.0,12,30644.615384615383,0,Medium,0,0,12.895164112792287,5.6937321388027,High,Tier 3: Low-Cost State,2,1345.8783783783783,Leasehold_Terrace House,0,Medium_Volume
LAMAN PERMATA,Tebrau,Johor,Freehold,Terrace House,788800.0,563.0,12,60676.92307692308,0,High,1,0,13.578269350018237,6.335054251498059,High,Tier 1: High-Cost State,2,1401.0657193605684,Freehold_Terrace House,0,Medium_Volume
LEX LIVING,Ipoh,Perak,Freehold,Terrace House,568880.0,323.0,12,43760.0,0,Medium,1,0,13.25142655239582,5.780743515792329,High,Tier 3: Low-Cost State,2,1761.2383900928792,Freehold_Terrace House,0,Medium_Volume
TAMAN DESA TEKKAH SENTOSA,Taiping,Perak,Leasehold,Terrace House,468800.0,367.0,12,36061.53846153846,0,High,0,0,13.057933650348467,5.908082938168931,Low,Tier 3: Low-Cost State,2,1277.384196185286,Leasehold_Terrace House,0,Medium_Volume
TAMAN MANGGIS JAYA,Banting,Selangor,Freehold,"Terrace House, Semi D",442500.0,270.0,12,34038.46153846154,0,Medium,1,0,13.000198003314573,5.602118820879701,Medium,Tier 1: High-Cost State,2,1638.888888888889,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN PENAGA,Penaga,Penang,Freehold,"Terrace House, Semi D",237500.0,204.0,12,18269.23076923077,0,Low,1,0,12.377927112974284,5.3230099791384085,Medium,Tier 2: Medium-Cost State,2,1164.2156862745098,"Freehold_Terrace House, Semi D",0,Medium_Volume
BANDAR BARU SUNGAI UDANG,Sungai Udang,Melaka,Leasehold,Terrace House,310000.0,193.0,12,23846.153846153848,0,Low,0,0,12.644330802262578,5.267858159063328,Low,Tier 3: Low-Cost State,2,1606.217616580311,Leasehold_Terrace House,0,Medium_Volume
TAMAN SRI RAMPAI,Wangsa Maju,Kuala Lumpur,Freehold,Terrace House,505000.0,566.0,12,38846.153846153844,0,High,1,0,13.132315688453556,6.340359303727752,Medium,Tier 1: High-Cost State,2,892.226148409894,Freehold_Terrace House,1,Medium_Volume
R.P.R RANGAU,Limbang,Sarawak,Freehold,Terrace House,80000.0,74.0,12,6153.846153846154,0,Low,1,0,11.289794413577894,4.31748811353631,Low,Tier 2: Medium-Cost State,2,1081.081081081081,Freehold_Terrace House,0,Medium_Volume
DESA ARA,Sungai Ara,Penang,Freehold,Terrace House,815000.0,484.0,12,62692.307692307695,0,High,1,0,13.610944619216111,6.184148890937483,Low,Tier 2: Medium-Cost State,2,1683.8842975206612,Freehold_Terrace House,0,Medium_Volume
TAMAN BERSATU (GELONG),Jitra,Kedah,Freehold,Terrace House,200000.0,185.0,12,15384.615384615385,0,Low,1,0,12.206077645517674,5.225746673713202,Low,Tier 3: Low-Cost State,2,1081.081081081081,Freehold_Terrace House,0,Medium_Volume
TAMAN SONG CHOON,Ipoh,Perak,Leasehold,Terrace House,237500.0,190.0,12,18269.23076923077,0,Low,0,0,12.377927112974284,5.25227342804663,High,Tier 3: Low-Cost State,2,1250.0,Leasehold_Terrace House,0,Medium_Volume
TAMAN MUTIARA GADING (TR 277),Batu Pahat,Johor,Freehold,Terrace House,495805.0,354.0,12,38138.846153846156,0,Medium,1,0,13.113940000163895,5.872117789475416,High,Tier 1: High-Cost State,2,1400.5790960451977,Freehold_Terrace House,0,Medium_Volume
MERLIN GARDEN,Kota Samarahan,Sarawak,Leasehold,Terrace House,571500.0,263.0,12,43961.53846153846,0,Medium,0,0,13.25602151199675,5.575949103146316,Medium,Tier 2: Medium-Cost State,2,2173.0038022813687,Leasehold_Terrace House,0,Medium_Volume
TAMAN PLENTONG BARU,Masai,Johor,Freehold,Terrace House,295000.0,341.0,12,22692.30769230769,0,Medium,1,0,12.59473402514672,5.834810737062605,Medium,Tier 1: High-Cost State,2,865.1026392961877,Freehold_Terrace House,0,Medium_Volume
TAMAN KLEBANG BAYU,Ipoh,Perak,Freehold,Terrace House,380400.0,229.0,12,29261.53846153846,0,Low,1,0,12.848981238461693,5.438079308923196,High,Tier 3: Low-Cost State,2,1661.1353711790393,Freehold_Terrace House,0,Medium_Volume
TAMAN KERUING,Batang Kali,Selangor,Leasehold,Terrace House,300000.0,198.0,12,23076.923076923078,0,Low,0,0,12.611541086966115,5.293304824724492,Low,Tier 1: High-Cost State,2,1515.1515151515152,Leasehold_Terrace House,0,Medium_Volume
TAMAN KHAZANAH INDAH,Lahad Datu,Sabah,Leasehold,Terrace House,250000.0,152.0,12,19230.76923076923,0,Low,0,0,12.429220196836383,5.030437921392435,Low,Tier 3: Low-Cost State,2,1644.7368421052631,Leasehold_Terrace House,0,Medium_Volume
TAMAN SETIA RESIDEN,Sitiawan,Perak,Freehold,"Terrace House, Semi D",499000.0,251.0,12,38384.61538461538,0,Medium,1,0,13.120363378739663,5.529429087511423,High,Tier 3: Low-Cost State,2,1988.0478087649403,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN RIA FASA 1,Padang Serai,Kedah,Freehold,Terrace House,262500.0,182.0,12,20192.30769230769,0,Low,1,0,12.47801017053037,5.209486152841421,Medium,Tier 3: Low-Cost State,2,1442.3076923076924,Freehold_Terrace House,0,Medium_Volume
SUNGAI ISAP DAMAI,Kuantan,Pahang,Leasehold,"Semi D, Bungalow",260000.0,65.0,12,20000.0,0,Low,0,0,12.468440756144114,4.189654742026425,High,Tier 3: Low-Cost State,2,4000.0,"Leasehold_Semi D, Bungalow",0,Medium_Volume
TAMAN ISKANDAR,Johor Bahru,Johor,Freehold,"Bungalow, Semi D, Terrace House",744000.0,257.0,12,57230.769230769234,0,Medium,1,0,13.519797657900346,5.552959584921617,High,Tier 1: High-Cost State,2,2894.941634241245,"Freehold_Bungalow, Semi D, Terrace House",0,Medium_Volume
ALAMANDA PARKLAND,Serendah,Selangor,Freehold,Terrace House,475000.0,397.0,12,36538.46153846154,0,High,1,0,13.07107218827772,5.986452005284438,High,Tier 1: High-Cost State,2,1196.4735516372796,Freehold_Terrace House,0,Medium_Volume
HORIZON RESIDENCE @ BUKIT INDAH,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,850000.0,451.0,12,65384.61538461538,0,High,1,0,13.652992804936396,6.113682179832232,High,Tier 1: High-Cost State,2,1884.70066518847,Freehold_Terrace House,0,Medium_Volume
PER.SRI. MAHKOTA JAYA (T.WIRA JAYA),Kuantan,Pahang,Freehold,Terrace House,160000.0,229.0,12,12307.692307692309,0,Low,1,0,11.982935344196433,5.438079308923196,High,Tier 3: Low-Cost State,2,698.6899563318777,Freehold_Terrace House,0,Medium_Volume
TAMAN VISTA JAYA,Port Dickson,Negeri Sembilan,Leasehold,Terrace House,175000.0,140.0,12,13461.538461538461,0,Low,0,0,12.07254696717504,4.948759890378168,Medium,Tier 2: Medium-Cost State,2,1250.0,Leasehold_Terrace House,0,Medium_Volume
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194),Lumut,Perak,Freehold,"Terrace House, Semi D",300000.0,238.0,12,23076.923076923078,0,Medium,1,0,12.611541086966115,5.476463551931511,Low,Tier 3: Low-Cost State,2,1260.5042016806722,"Freehold_Terrace House, Semi D",0,Medium_Volume
KB JINJANG UTARA,Jinjang,Kuala Lumpur,Leasehold,"Bungalow, Semi D",675000.0,207.0,12,51923.07692307692,0,Low,0,0,13.42246945133505,5.337538079701318,Low,Tier 1: High-Cost State,2,3260.8695652173915,"Leasehold_Bungalow, Semi D",1,Medium_Volume
"TAMAN LEKIR DAMAI, KAMPUNG KOH",Sitiawan,Perak,Freehold,Terrace House,279400.0,178.0,12,21492.30769230769,0,Low,1,0,12.54040330489666,5.187385805840755,High,Tier 3: Low-Cost State,2,1569.6629213483145,Freehold_Terrace House,0,Medium_Volume
TAMAN KASAWARI,Durian Tunggal,Melaka,Freehold,"Terrace House, Town House",413000.0,244.0,12,31769.23076923077,0,Medium,1,0,12.931205293247745,5.501258210544727,Low,Tier 3: Low-Cost State,2,1692.622950819672,"Freehold_Terrace House, Town House",0,Medium_Volume
TAMAN SRI JAYA (SUNGAI PELIK),Sepang,Selangor,Freehold,Terrace House,598000.0,301.0,12,46000.0,0,Medium,1,0,13.301347705172173,5.71042701737487,Medium,Tier 1: High-Cost State,2,1986.7109634551496,Freehold_Terrace House,0,Medium_Volume
TAMAN SENDAYAN INDAH,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,271000.0,188.0,12,20846.153846153848,0,Low,1,0,12.509877789891931,5.241747015059643,Low,Tier 2: Medium-Cost State,2,1441.4893617021276,Freehold_Terrace House,0,Medium_Volume
KAMPUNG MAK CHILI,Kemaman,Terengganu,Freehold,"Bungalow, Semi D",330000.0,115.0,12,25384.615384615383,0,Low,1,0,12.706850963741102,4.7535901911063645,Low,Tier 2: Medium-Cost State,2,2869.5652173913045,"Freehold_Bungalow, Semi D",0,Medium_Volume
DESA SEJIJAK,Kuching,Sarawak,Leasehold,Terrace House,176050.0,166.0,12,13542.307692307691,0,Low,0,0,12.078529004771553,5.117993812416755,Medium,Tier 2: Medium-Cost State,2,1060.5421686746988,Leasehold_Terrace House,0,Medium_Volume
SHAH ALAM UTAMA,Shah Alam,Selangor,Leasehold,Terrace House,1073250.0,560.0,12,82557.69230769231,0,High,0,0,13.886202917835732,6.329720905522696,High,Tier 1: High-Cost State,2,1916.517857142857,Leasehold_Terrace House,0,Medium_Volume
TAMAN SRI BAHAGIA,Cheras,Selangor,Freehold,Terrace House,561000.0,447.0,12,43153.846153846156,0,High,1,0,13.237477967034438,6.104793232414985,High,Tier 1: High-Cost State,2,1255.03355704698,Freehold_Terrace House,0,Medium_Volume
TAMAN MELAKA BARU,Batu Berendam,Melaka,Leasehold,Terrace House,300000.0,202.0,12,23076.923076923078,0,Low,0,0,12.611541086966115,5.313205979041787,Low,Tier 3: Low-Cost State,2,1485.148514851485,Leasehold_Terrace House,0,Medium_Volume
TAMAN MERDEKA FASA 1D,Batu Berendam,Melaka,Leasehold,Terrace House,275000.0,232.0,12,21153.846153846152,0,Medium,0,0,12.524530013005734,5.4510384535657,Low,Tier 3: Low-Cost State,2,1185.344827586207,Leasehold_Terrace House,0,Medium_Volume
TAMAN SINAR MENTARI,Bedong,Kedah,Freehold,Terrace House,235000.0,149.0,12,18076.923076923078,0,Low,1,0,12.367345048436391,5.0106352940962555,Low,Tier 3: Low-Cost State,2,1577.1812080536913,Freehold_Terrace House,0,Medium_Volume
TAMAN DELIMA,Kluang,Johor,Freehold,"Bungalow, Terrace House, Semi D",360000.0,153.0,12,27692.30769230769,0,Low,1,0,12.793862088206213,5.0369526024136295,High,Tier 1: High-Cost State,5,2352.9411764705883,"Freehold_Bungalow, Terrace House, Semi D",0,Medium_Volume
BANDAR NUSAPUTRA,Puchong,Selangor,"Freehold, Leasehold",Terrace House,635000.0,347.0,12,48846.153846153844,0,Medium,1,0,13.361381852676738,5.8522024797744745,High,Tier 1: High-Cost State,2,1829.971181556196,"Freehold, Leasehold_Terrace House",0,Medium_Volume
"TAMAN SRI MAS, BIDOR",Bidor,Perak,Leasehold,Terrace House,300000.0,194.0,12,23076.923076923078,0,Low,0,0,12.611541086966115,5.272999558563747,Medium,Tier 3: Low-Cost State,2,1546.3917525773195,Leasehold_Terrace House,0,Medium_Volume
TAMAN MURNI,Batu Pahat,Johor,Freehold,Terrace House,327500.0,233.0,12,25192.30769230769,0,Medium,1,0,12.699246387487896,5.455321115357702,High,Tier 1: High-Cost State,2,1405.5793991416308,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI CENDEKIA (TAMAN CONNAUGHT),Cheras,Kuala Lumpur,Leasehold,Terrace House,705000.0,370.0,12,54230.769230769234,0,High,0,0,13.465954500233115,5.916202062607435,High,Tier 1: High-Cost State,2,1905.4054054054054,Leasehold_Terrace House,1,Medium_Volume
TAMAN DESA PAKATAN,Ipoh,Perak,Leasehold,Terrace House,188500.0,216.0,12,14500.0,0,Low,0,0,12.146858590895919,5.37989735354046,High,Tier 3: Low-Cost State,2,872.6851851851852,Leasehold_Terrace House,0,Medium_Volume
TAMAN TELUK GEDUNG INDAH,Klang,Selangor,Leasehold,Terrace House,382500.0,286.0,12,29423.076923076922,0,Medium,0,0,12.854486546624395,5.659482215759621,High,Tier 1: High-Cost State,2,1337.4125874125873,Leasehold_Terrace House,0,Medium_Volume
TAMAN SRI SERDANG,Kepala Batas,Penang,Freehold,"Bungalow, Terrace House",425000.0,236.0,12,32692.30769230769,0,Medium,1,0,12.959846800844963,5.4680601411351315,Medium,Tier 2: Medium-Cost State,4,1800.8474576271187,"Freehold_Bungalow, Terrace House",0,Medium_Volume
TAMAN GARING UTAMA,Rawang,Selangor,Leasehold,Terrace House,350000.0,248.0,12,26923.076923076922,0,Medium,0,0,12.765691290604371,5.517452896464707,Medium,Tier 1: High-Cost State,2,1411.2903225806451,Leasehold_Terrace House,0,Medium_Volume
TAMAN SRI JAYA,Batu Pahat,Johor,Freehold,Terrace House,301500.0,201.0,12,23192.30769230769,0,Low,1,0,12.616528611893463,5.308267697401205,High,Tier 1: High-Cost State,2,1500.0,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT,Bukit Mertajam,Penang,Freehold,Semi D,620000.0,248.0,12,47692.307692307695,0,Medium,1,0,13.3374763699232,5.517452896464707,Medium,Tier 2: Medium-Cost State,2,2500.0,Freehold_Semi D,0,Medium_Volume
TAMAN SERI IMPIAN,Bukit Mertajam,Penang,Freehold,Terrace House,589000.0,405.0,12,45307.692307692305,0,High,1,0,13.286183160425152,6.0063531596017325,Medium,Tier 2: Medium-Cost State,2,1454.320987654321,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT PANCHOR,Nibong Tebal,Penang,Freehold,Terrace House,374160.0,299.0,12,28781.53846153846,0,Medium,1,0,12.832441465049607,5.703782474656201,Low,Tier 2: Medium-Cost State,2,1251.371237458194,Freehold_Terrace House,0,Medium_Volume
TABUAN LARU,Kuching,Sarawak,"Freehold, Leasehold","Semi D, Terrace House",509444.0,250.0,12,39188.0,0,Medium,1,0,13.141077176848428,5.5254529391317835,Medium,Tier 2: Medium-Cost State,2,2037.776,"Freehold, Leasehold_Semi D, Terrace House",0,Medium_Volume
TAMAN CEMPAKA INDAH (PEC LOT 8029),Triang,Pahang,Freehold,Terrace House,288000.0,139.0,12,22153.846153846152,0,Low,1,0,12.570719231334277,4.941642422609304,Low,Tier 3: Low-Cost State,2,2071.9424460431655,Freehold_Terrace House,0,Medium_Volume
TAMAN KOPERASI MUHIBBAH,Kluang,Johor,Freehold,Terrace House,180000.0,182.0,12,13846.153846153846,0,Low,1,0,12.100717685412471,5.209486152841421,High,Tier 1: High-Cost State,2,989.010989010989,Freehold_Terrace House,0,Medium_Volume
TAMAN MERU MAKMUR,Kapar,Selangor,Freehold,"Terrace House, Semi D",543000.0,232.0,12,41769.230769230766,0,Medium,1,0,13.204866440535003,5.4510384535657,High,Tier 1: High-Cost State,2,2340.5172413793102,"Freehold_Terrace House, Semi D",0,Medium_Volume
ECO SANCTUARY,Tanjong Duabelas,Selangor,Leasehold,"Terrace House, Bungalow, Semi D",2161500.0,590.0,12,166269.23076923078,0,High,0,0,14.5863134457314,6.3818160174060985,Medium,Tier 1: High-Cost State,2,3663.5593220338983,"Leasehold_Terrace House, Bungalow, Semi D",0,Medium_Volume
TAMAN BUKIT EMAS,Sungei Petai,Melaka,Freehold,Terrace House,252500.0,160.0,12,19423.076923076922,0,Low,1,0,12.439170488085749,5.081404364984463,Low,Tier 3: Low-Cost State,2,1578.125,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT SERINDIT,Melaka City,Melaka,Freehold,"Bungalow, Semi D",392500.0,219.0,12,30192.30769230769,0,Low,1,1,12.880294363972055,5.393627546352362,Low,Tier 3: Low-Cost State,2,1792.2374429223744,"Freehold_Bungalow, Semi D",0,Medium_Volume
TAMAN RASAH JAYA I,Rasah,Negeri Sembilan,Freehold,Terrace House,300000.0,202.0,12,23076.923076923078,0,Low,1,0,12.611541086966115,5.313205979041787,Medium,Tier 2: Medium-Cost State,2,1485.148514851485,Freehold_Terrace House,0,Medium_Volume
TAMAN AMPANGAN,Paroi,Negeri Sembilan,Freehold,"Semi D, Terrace House",230000.0,145.0,12,17692.30769230769,0,Low,1,0,12.345838935721968,4.983606621708336,Low,Tier 2: Medium-Cost State,2,1586.2068965517242,"Freehold_Semi D, Terrace House",0,Medium_Volume
TAMAN ARKID,Menglembu,Perak,Leasehold,Terrace House,250000.0,239.0,12,19230.76923076923,0,Medium,0,0,12.429220196836383,5.480638923341991,Low,Tier 3: Low-Cost State,2,1046.0251046025105,Leasehold_Terrace House,0,Medium_Volume
TAMAN DESA,Kluang,Johor,Freehold,"Terrace House, Semi D",215000.0,167.0,12,16538.46153846154,0,Low,1,0,12.278397958261774,5.123963979403259,High,Tier 1: High-Cost State,3,1287.4251497005987,"Freehold_Terrace House, Semi D",0,Medium_Volume
BANDAR BARU WANGSA MAJU,Wangsa Maju,Kuala Lumpur,Leasehold,Terrace House,840000.0,428.0,12,64615.38461538462,0,High,0,0,13.641158361294979,6.061456918928017,Medium,Tier 1: High-Cost State,2,1962.6168224299065,Leasehold_Terrace House,1,Medium_Volume
TAMAN PUTERI GUNUNG,Simpang Ampat,Penang,Freehold,Terrace House,275000.0,219.0,12,21153.846153846152,0,Low,1,0,12.524530013005734,5.393627546352362,Medium,Tier 2: Medium-Cost State,2,1255.7077625570776,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI BAKRI III,Muar,Johor,Freehold,Terrace House,394000.0,243.0,12,30307.69230769231,0,Medium,1,0,12.884108726347916,5.497168225293202,Low,Tier 1: High-Cost State,2,1621.3991769547324,Freehold_Terrace House,0,Medium_Volume
NUSAVILLA,Iskandar Puteri (Nusajaya),Johor,Freehold,Town House,500000.0,320.0,12,38461.53846153846,0,Medium,1,0,13.122365377402328,5.771441123130016,High,Tier 1: High-Cost State,2,1562.5,Freehold_Town House,0,Medium_Volume
TAMAN PENAGA PERMAI,Penaga,Penang,Freehold,"Semi D, Terrace House, Town House",350000.0,245.0,12,26923.076923076922,0,Medium,1,0,12.765691290604371,5.5053315359323625,Medium,Tier 2: Medium-Cost State,2,1428.5714285714287,"Freehold_Semi D, Terrace House, Town House",0,Medium_Volume
TAMAN PUTRA,Ampang,Selangor,Leasehold,"Semi D, Terrace House",420000.0,507.0,12,32307.69230769231,0,High,0,0,12.948012371209098,6.230481447578482,Medium,Tier 1: High-Cost State,2,828.4023668639053,"Leasehold_Semi D, Terrace House",0,Medium_Volume
TAMAN BUKIT PASIR,Batu Pahat,Johor,Freehold,Terrace House,300000.0,195.0,12,23076.923076923078,0,Low,1,0,12.611541086966115,5.278114659230517,High,Tier 1: High-Cost State,2,1538.4615384615386,Freehold_Terrace House,0,Medium_Volume
NADA 3 @ NADA ALAM,Mantin,Negeri Sembilan,Freehold,Terrace House,960000.0,464.0,12,73846.15384615384,0,High,1,0,13.774689605110144,6.142037405587356,Low,Tier 2: Medium-Cost State,2,2068.9655172413795,Freehold_Terrace House,0,Medium_Volume
TAMAN BERTEK,Klang,Selangor,Freehold,Terrace House,866000.0,352.0,12,66615.38461538461,0,Medium,1,0,13.671641342278317,5.8664680569332965,High,Tier 1: High-Cost State,2,2460.2272727272725,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT KAYA,Bukit Kepayang,Negeri Sembilan,Freehold,Terrace House,300000.0,151.0,12,23076.923076923078,0,Low,1,0,12.611541086966115,5.0238805208462765,Low,Tier 2: Medium-Cost State,2,1986.7549668874171,Freehold_Terrace House,0,Medium_Volume
TAMAN KOPERASI CUEPACS,Cheras,Selangor,Freehold,Terrace House,390000.0,376.0,12,30000.0,0,High,1,0,12.873904582205107,5.932245187448011,High,Tier 1: High-Cost State,2,1037.2340425531916,Freehold_Terrace House,0,Medium_Volume
SEKSYEN 21-28 BANDAR KLANG,Klang,Selangor,Freehold,"Terrace House, Semi D",625000.0,347.0,12,48076.92307692308,0,Medium,1,0,13.345508528717259,5.8522024797744745,High,Tier 1: High-Cost State,2,1801.1527377521613,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN TELUK VILLA,Penampang,Sabah,Leasehold,Terrace House,432500.0,256.0,12,33269.230769230766,0,Medium,0,0,12.977339917490127,5.54907608489522,Low,Tier 3: Low-Cost State,2,1689.453125,Leasehold_Terrace House,0,Medium_Volume
TAMAN SEJATI INDAH FASA 3B,Sungai Petani,Kedah,Freehold,Terrace House,265000.0,204.0,12,20384.615384615383,0,Low,1,0,12.487488878546145,5.3230099791384085,High,Tier 3: Low-Cost State,2,1299.0196078431372,Freehold_Terrace House,0,Medium_Volume
TAMAN TAN SRI YAACOB,Skudai,Johor,Freehold,Terrace House,400000.0,495.0,12,30769.23076923077,0,High,1,0,12.899222326086994,6.206575926724928,High,Tier 1: High-Cost State,2,808.0808080808081,Freehold_Terrace House,0,Medium_Volume
